Spectral irradiance under different WG filters [mW m^(-2) nm^(-1)],,,,,,,Legend,,
Experiment in the HMGU sun simulator for estimating polychromatic action spectra,,,,,,,Position of numbers in figure,,
lambda [nm],E_WG295,E_WG305,E_WG320,E_WG335,E_WG360,E_Sanalux,x pos,y pos,number
250,0.03293,0.01666,0.01422,0.01461,0.03229,0.01560,280,0.2, 1
251,-0.00188,0.00496,0.00565,0.01669,0.01001,-0.00256,286,0.2, 2
252,0.02705,-0.01693,-0.01377,0.00452,0.00215,0.00404,293,0.2, 3
253,0.00317,-0.01269,-0.00198,0.01635,0.00916,-0.00006,308,0.2, 4
254,-0.00397,0.00256,-0.00816,0.00251,0.00235,0.01423,320,0.2, 5
255,-0.00184,0.00779,0.00506,0.00208,0.00789,0.00905,340,0.2, 6
256,-0.00982,0.00478,0.00756,-0.00930,0.00284,-0.00032,,,
257,0.00319,0.00613,0.00013,-0.00311,0.00725,0.01275,,,
258,0.00078,-0.00183,0.00234,0.01041,0.00561,0.00302,,,
259,-0.00777,0.00712,-0.00153,0.00044,-0.00120,0.00408,,,
260,0.00201,-0.00649,-0.00019,-0.00146,0.00457,0.00617,,,
261,0.00033,-0.00259,0.00289,-0.00361,0.00569,-0.00098,,,
262,-0.00618,0.00224,-0.00451,0.00365,0.00067,0.00759,,,
263,0.00653,-0.00343,-0.00567,0.00044,0.00151,-0.00058
264,0.00088,0.00515,0.00232,0.00728,0.00281,0.00015
265,0.00531,0.00072,0.00147,-0.00077,0.00634,0.00030
266,-0.00094,0.00177,0.00038,0.00304,0.00593,0.01045
267,0.00012,-0.00034,-0.00361,0.00052,0.00088,0.00131
268,0.00964,0.00194,0.00221,-0.00303,0.00458,0.00051
269,0.00229,0.00118,-0.00123,-0.00109,0.00558,0.00516
270,0.00306,0.00318,-0.00402,0.00862,-0.00302,0.00725
271,-0.00286,-0.00310,0.00022,-0.00080,0.00298,0.00194
272,0.00292,0.00318,0.00007,0.00007,0.00056,0.00245
273,-0.00176,-0.00011,-0.00650,0.00174,0.00107,-0.00355
274,0.00515,0.00077,0.00000,-0.00095,0.00123,0.00398
275,0.00129,-0.00208,-0.00118,0.00079,0.00257,0.00167
276,0.00312,-0.00011,-0.00216,0.00772,0.00307,0.00733
277,-0.00559,0.00043,0.00679,0.00129,0.00625,0.00561
278,-0.00328,0.00450,-0.00618,0.00170,0.00407,0.00911
279,0.00438,-0.00167,-0.00352,-0.00142,-0.00224,0.01753
280,0.00106,0.00219,-0.00515,0.00305,-0.00183,0.03557
281,0.00588,0.00362,-0.00217,0.00054,-0.00536,0.06422
282,0.00422,0.00365,-0.00116,-0.00520,0.00137,0.12152
283,0.00339,-0.00469,-0.00280,0.00485,0.00294,0.20314
284,0.00167,-0.00228,-0.00325,-0.00271,-0.00196,0.35019
285,0.01151,0.00230,-0.00174,-0.00255,-0.00268,0.62366
286,0.02192,-0.00288,0.00047,-0.00311,0.00297,0.97933
287,0.04575,0.00674,-0.00665,-0.00099,0.00454,1.51466
288,0.09263,0.03068,-0.00495,0.00131,-0.00137,2.29455
289,0.19198,0.06430,-0.00452,0.00418,0.00192,3.66769
290,0.36830,0.13171,-0.00340,-0.00313,-0.00068,4.93761
291,0.65784,0.24721,-0.00450,0.00526,-0.00090,7.06410
292,1.09164,0.46745,0.00027,0.00294,-0.00087,9.88120
293,1.78228,0.82417,-0.00240,-0.00187,0.00000,13.35428
294,2.82332,1.42060,0.00217,-0.00131,0.00026,17.87520
295,4.24761,2.28543,-0.00340,0.00288,-0.00026,23.04037
296,6.72822,3.84316,-0.00676,0.00132,-0.00152,30.68535
297,9.33026,5.61790,-0.00079,0.00112,0.00020,37.72642
298,12.93281,8.14176,-0.00230,0.00014,0.00386,45.14315
299,17.12820,11.35178,-0.00173,0.00080,0.00505,54.68356
300,22.68650,15.58338,-0.00338,0.00318,0.00106,66.53683
301,28.61596,20.41977,-0.00161,0.00302,0.00180,75.72473
302,39.01458,28.64890,-0.00210,0.00406,0.00347,96.16359
303,45.66089,34.60686,0.00358,0.00052,0.00085,104.79701
304,55.69287,43.18686,0.02006,-0.00091,0.00461,120.82489
305,67.05499,53.18940,0.06386,0.00357,0.00305,134.31749
306,78.06224,63.27173,0.17210,0.00121,0.00172,154.09869
307,94.45080,77.99979,0.43687,0.00033,0.00528,168.12943
308,105.63319,88.21694,0.88358,-0.00006,-0.00089,184.37812
309,123.19231,105.11476,1.81301,0.00343,0.00330,201.92555
310,140.09760,120.91567,3.27448,0.00554,0.00189,221.18409
311,154.17684,134.96244,5.61124,0.00523,0.00083,238.74886
312,212.12234,187.83350,11.51684,0.00161,0.00559,317.04631
313,268.26549,239.75622,19.46686,0.00810,0.00019,394.81557
314,202.73048,182.83567,20.08079,0.00729,0.00576,286.00240
315,220.29329,200.51970,28.31544,0.01034,-0.00297,296.72791
316,230.72264,211.13565,37.32746,0.04241,0.00286,313.18125
317,251.40472,232.37245,49.87158,0.14163,0.00392,328.97076
318,258.06891,239.67592,61.26103,0.38885,0.01059,337.85679
319,264.78467,246.95258,73.62190,0.96458,0.00063,343.44702
320,275.18882,257.94565,87.84637,2.08574,0.00208,350.32116
321,287.55887,271.03023,104.88713,4.17629,-0.00367,357.58154
322,299.31722,283.28141,122.19836,7.68246,0.00220,371.97914
323,324.93834,308.69033,146.11422,13.46006,0.00088,398.23709
324,308.27617,294.13725,150.96355,19.25852,0.00281,371.82583
325,312.28239,298.71452,165.65214,28.17061,-0.00145,372.99541
326,309.42552,296.74788,175.76818,38.20744,-0.00038,363.59869
327,307.36301,295.58341,185.68897,49.59373,0.00139,366.54312
328,315.84949,304.58112,202.17423,64.70219,0.00656,365.27748
329,305.42886,294.69043,204.76499,76.51789,-0.00177,357.22288
330,317.18567,306.99520,223.13931,95.43671,0.00204,360.30598
331,308.05058,298.42615,225.11068,108.63119,0.00109,351.56994
332,300.66098,292.69099,228.18404,121.66191,0.00379,346.77884
333,300.22484,292.51636,235.21096,136.53351,0.00628,337.95908
334,329.08078,321.46186,265.15627,165.43799,0.00996,367.37407
335,297.47495,290.11799,245.33776,162.34787,0.02200,333.89006
336,308.67191,302.59880,261.57605,182.67032,0.05977,339.50084
337,299.45648,293.97566,258.64477,189.01493,0.12475,333.10422
338,308.39533,303.27788,271.22450,206.18655,0.29668,336.33763
339,355.08002,350.65695,318.83537,250.48336,0.75780,384.20496
340,346.99997,340.41780,314.81699,253.46639,1.32018,378.60390
341,393.24723,390.53499,364.13979,300.31046,2.85349,427.32774
342,420.17348,415.20298,392.39146,330.56386,5.06290,461.40349
343,381.32671,377.81759,360.34882,306.13223,7.06804,410.33755
344,388.65861,384.33641,368.41910,319.42971,10.90615,412.34596
345,457.94450,456.06401,440.04658,386.53127,18.97818,488.75593
346,434.65773,431.77557,418.81627,371.20093,24.38585,459.63786
347,424.31524,422.40766,413.57737,370.77895,32.30814,455.24542
348,409.91908,408.56257,400.64685,364.12063,40.77859,437.81443
349,430.96627,430.50655,426.34691,389.14569,54.59556,458.30639
350,456.29177,457.37047,455.91829,417.56801,71.80559,487.08676
351,725.40401,726.90470,732.91285,669.52366,142.76144,763.76277
352,935.29849,941.95212,944.87990,869.54738,214.20639,980.94379
353,917.18900,920.76451,922.91016,851.61648,240.49260,952.54472
354,630.44938,633.41461,637.65183,591.67570,187.82619,663.71497
355,533.52812,534.29831,539.31029,502.68308,179.09029,560.14849
356,522.94705,523.47971,532.37141,496.62651,196.74208,551.49545
357,525.06126,529.22951,535.39948,503.54861,217.54006,557.51454
358,551.61794,551.61716,559.13051,521.72320,247.56294,576.78069
359,587.52206,591.75534,601.47773,562.43114,286.01607,618.10624
360,588.92884,590.80437,602.06186,565.63132,303.00328,615.91291
361,536.43214,539.12100,547.98072,515.70588,293.31049,563.54454
362,605.05979,610.06677,619.11280,586.15924,352.62541,634.01690
363,635.26897,639.28296,649.82157,611.68168,385.23558,663.75061
364,886.61028,893.05870,913.80068,871.61976,564.20466,926.60776
365,1272.58709,1282.54165,1315.66583,1243.98749,825.73843,1336.20149
366,950.80131,952.88401,976.37172,924.85051,642.86829,985.91723
367,891.51294,902.38033,922.33828,871.94953,627.97144,941.20650
368,797.19636,805.46811,822.42697,778.99588,572.86614,833.38746
369,829.09665,836.26816,858.87229,812.14288,614.64357,862.39798
370,775.40830,786.27881,804.39782,757.74151,586.13607,808.55616
371,629.46643,642.18863,657.03219,622.39744,487.70259,660.21189
372,669.15562,678.97488,695.91479,659.58021,526.34928,694.86524
373,650.31714,657.69847,677.55463,645.73436,520.06093,677.84707
374,631.71499,638.06909,657.92928,623.50543,514.75749,658.27227
375,632.63575,640.32750,660.65883,627.96441,519.52828,659.53086
376,637.82816,646.08599,666.87601,630.70759,532.26128,661.32417
377,524.84893,526.61610,550.78648,514.82631,440.05372,533.80839
378,310.08413,308.86898,326.86138,308.62711,262.88111,306.22644
379,273.34302,272.87333,286.45012,270.81423,235.67957,269.98201
380,190.90790,191.00235,201.37033,189.24320,166.50057,190.87973
381,159.58460,160.27519,168.35016,159.28730,139.75207,160.70640
382,200.77413,201.78725,213.25354,200.87494,175.61836,202.15527
383,273.99623,276.37845,288.57381,271.92260,241.32320,280.54166
384,331.29454,334.36901,347.27431,329.73808,290.89064,336.51729
385,278.08907,280.42917,292.13787,277.22368,245.49435,281.46324
386,262.04532,265.52206,275.62749,261.56860,233.20318,267.79922
387,396.98245,401.35516,418.40402,395.67310,356.42669,408.08059
388,427.87875,431.75820,447.62528,426.88865,380.85818,433.51237
389,435.43842,441.72027,457.16078,434.24989,389.62498,445.44432
390,329.84713,333.81246,345.48017,328.67954,296.25431,337.92054
391,395.41041,396.62968,413.01654,391.98245,356.77797,404.79019
392,395.61638,398.89404,410.89200,392.77594,353.03372,401.35317
393,362.91464,365.37201,380.57079,361.50277,327.12573,372.24531
394,415.57577,420.29042,435.21225,413.41996,378.26173,425.03378
395,471.80694,479.68989,494.43247,470.12238,429.10937,488.08247
