"","w.length","type","s.q.irrad"
"588",549.2,"clear.sky",1.09301602466558
"589",549.66,"clear.sky",1.09459697801015
"590",550.12,"clear.sky",1.0867725187047
"591",550.58,"clear.sky",1.08516686668295
"592",551.04,"clear.sky",1.07856677756962
"593",551.5,"clear.sky",1.08676321129307
"594",551.96,"clear.sky",1.08964574796779
"595",552.42,"clear.sky",1.0881279555861
"596",552.87,"clear.sky",1.08258615573251
"597",553.33,"clear.sky",1.07716144839652
"598",553.79,"clear.sky",1.08803089960831
"599",554.25,"clear.sky",1.09453519295899
"600",554.71,"clear.sky",1.1005589577403
"601",555.17,"clear.sky",1.09410201693763
"602",555.63,"clear.sky",1.09087965111459
"603",556.08,"clear.sky",1.07893214288724
"604",556.54,"clear.sky",1.0678528265463
"605",557,"clear.sky",1.05522842567513
"606",557.46,"clear.sky",1.05992709547902
"607",557.92,"clear.sky",1.06466728922688
"608",558.38,"clear.sky",1.04959010895664
"609",558.83,"clear.sky",1.03608740692918
"610",559.29,"clear.sky",1.02333754614103
"611",559.75,"clear.sky",1.03916585341243
"612",560.21,"clear.sky",1.04760228874263
"613",560.67,"clear.sky",1.06433434578839
"614",561.13,"clear.sky",1.07000523009673
"615",561.58,"clear.sky",1.05665709731847
"616",562.04,"clear.sky",1.04951668552746
"617",562.5,"clear.sky",1.05765096667451
"618",562.96,"clear.sky",1.06235365160122
"619",563.42,"clear.sky",1.0625283762555
"620",563.87,"clear.sky",1.0594944832861
"621",564.33,"clear.sky",1.06066636296895
"622",564.79,"clear.sky",1.06047253317406
"623",565.25,"clear.sky",1.05054357921887
"624",565.71,"clear.sky",1.03130519479584
"625",566.16,"clear.sky",1.03020634203793
"626",566.62,"clear.sky",1.04069522822224
"627",567.08,"clear.sky",1.05727703315965
"628",567.54,"clear.sky",1.06432618005585
"629",568,"clear.sky",1.0483982900665
"630",568.45,"clear.sky",1.03637854256466
"631",568.91,"clear.sky",1.04196981543278
"632",569.37,"clear.sky",1.04847552048751
"633",569.83,"clear.sky",1.03828480328228
"634",570.28,"clear.sky",1.03370836415477
"635",570.74,"clear.sky",1.01188539402605
"636",571.2,"clear.sky",1.0107889280276
"637",571.66,"clear.sky",1.02862162545691
"638",572.11,"clear.sky",1.05271471640142
